COMPANY,PKS_CODE,INSTRUMENT_SERIAL_NUMBER,OIL_WM,VM,OIL_DM,NOS,FFA,DOBI,RILL_MUTU_KADAR_AIR,INC_MUTU_KADAR_AIR
N003,CP09,,44.27,4.69,46.45,51.04,0.75,0,4.69,green
N003,CP09,,43.29,5.72,45.91,51,0,0,5.72,green
N00D,DP14,91870381,42.84,3.97,44.61,53.2,0,0,3.97,green
N00D,DP11,91861445,34.58,3.96,36,61.46,0,0,3.96,green
N00D,DP11,91861445,37.22,3.7,38.65,59.08,0,0,3.7,green
N00D,DP02,,42.88,6.18,45.71,50.94,0,0,6.18,green
N00D,DP11,91861445,35.01,4.85,36.8,60.14,0,0,4.85,green
N00D,DP02,,42.11,07.04,45.3,50.84,0,0,07.04,red
N00D,DP11,91861445,35.19,10.39,39.27,54.42,0,0,10.39,red
N00D,DP11,91861445,37.61,5.55,39.81,56.85,0,0,5.55,green
N00D,DP02,,45.23,6.61,48.43,48.16,0,0,6.61,green
N00D,DP02,,42.17,8.8,46.24,49.03,0,0,8.8,red
N00D,DP02,,42.66,5.81,45.29,51.53,0,0,5.81,green
N00D,DP02,,39.71,8.31,43.31,51.98,0,0,8.31,red
N00D,DP17,,46.97,3.97,48.91,49.07,0,0,3.97,green
N006,FP03,,47.19,08.07,51.33,44.74,0,0,08.07,red
[NULL],7F06,,43.54,06.02,46.33,50.43,7.95,0,06.02,orange
N006,FP03,,50.38,4.54,52.77,45.08,0,0,4.54,green
N006,FP03,,49.36,4.27,51.56,46.37,0,0,4.27,green
N006,FP03,,52.96,4.61,55.52,42.43,0,0,4.61,green
N003,CP09,,35.88,11.61,40.59,52.51,2.63,0,11.61,red
N003,CP09,,40.79,9.24,44.95,49.97,1.24,0,9.24,red
N003,CP09,,36.83,11.2,41.48,51.97,1.98,0,11.2,red
N003,CP09,,47.96,4.2,50.06,47.84,0,0,4.2,green
N003,CP09,,46.6,4.99,49.05,48.41,0,0,4.99,green
N014,NP01,91872189,47.52,5.85,50.48,46.62,0,0,5.85,green
N014,NP01,91872189,47.46,6.11,50.54,46.44,0,0,6.11,green
N014,NP01,91872189,45.85,7.48,49.56,46.67,0,0,7.48,red
[NULL],7F06,,44.37,5.67,47.04,49.96,8.2,0,5.67,orange
[NULL],7F08,,45.03,5.69,47.75,49.28,0,0,5.69,orange
[NULL],7F08,,38.73,01.06,39.14,60.21,0,0,01.06,orange
N006,FP03,,48.81,7.91,53,43.28,0,0,7.91,red
[NULL],7F06,,41.75,6.5,44.65,51.75,9.28,0,6.5,orange
[NULL],7F06,,40.29,7.28,43.46,52.43,8.61,0,7.28,orange
[NULL],7F06,,40.19,7.19,43.31,52.62,8.71,0,7.19,orange
N003,CP09,,39.74,8.43,43.4,51.83,0,0,8.43,red
[NULL],7F06,,40.68,10.19,45.3,49.13,7.71,0,10.19,orange
[NULL],7F06,,39.86,10.28,44.43,49.86,6.87,0,10.28,orange
[NULL],7F06,,40.11,10.63,44.88,49.26,7.39,0,10.63,orange
N006,FP03,,50.99,6.39,54.47,42.62,0,0,6.39,green
N006,FP03,,52.94,4.35,55.34,42.71,0,0,4.35,green
N003,CP09,,47.65,06.04,50.72,46.31,1.14,0,06.04,green
N003,CP09,,46.03,6.49,49.22,47.49,0.37,0,6.49,green
N003,CP09,,47.52,6.47,50.81,46.01,1.22,0,6.47,green
N003,CP09,,45.72,5.81,48.55,48.47,01.04,0,5.81,green
N003,CP09,,46.51,5.45,49.19,48.04,0.61,0,5.45,green
N003,CP09,,46.1,4.71,48.38,49.19,0,0,4.71,green
N003,CP09,,43.78,6.16,46.66,50.06,01.03,0,6.16,green
N003,CP09,,43.81,5.45,46.33,50.74,0,0,5.45,green
[NULL],7F08,,39.63,5.35,41.87,55.02,0,0,5.35,orange
N006,FP03,,52.57,4.93,55.29,42.5,0,0,4.93,green
N00D,DP11,91861445,33.22,0.07,33.24,66.71,0,0,0.07,green
N00D,DP11,91861445,32.48,6.45,34.72,61.06,0,0,6.45,green
N00D,DP11,91861445,31.16,3.78,32.39,65.06,0,0,3.78,green
N00D,DP11,91861445,32.43,9.64,35.89,57.93,0,0,9.64,red
N00D,DP17,,41.17,05.06,43.37,53.76,0,0,05.06,green
N00D,DP14,91870381,39.91,9.27,43.98,50.83,0,0,9.27,red
[NULL],7F08,,44.05,4.21,45.98,51.75,0,0,4.21,orange
N006,FP05,,44.78,5.21,47.24,50.01,0,0,5.21,green
N00D,DP03,,37.15,6.7,39.82,56.15,0.65,0,6.7,green
N00D,DP14,91870381,48.24,2.25,49.36,49.5,0,0,2.25,green
N006,FP05,,46.71,5.55,49.46,47.73,0,0,5.55,green
N014,NP01,91872189,50.81,6.6,54.4,42.59,0,0,6.6,green
N014,NP01,91872189,51.39,6.44,54.93,42.17,0,0,6.44,green
N014,NP01,91872189,46.34,7.55,50.12,46.12,0,0,7.55,red
N006,FP03,,51.72,5.35,54.64,42.93,0,0,5.35,green
N00D,DP03,,38.65,07.01,41.56,54.34,1.55,0,07.01,red
N006,FP03,,51.45,5.12,54.23,43.42,0,0,5.12,green
N00D,DP02,,41.93,7.81,45.48,50.26,0,0,7.81,red
N00D,DP02,,40.72,7.82,44.18,51.46,0,0,7.82,red
N00D,DP02,,46.9,3.66,48.68,49.44,0,0,3.66,green
N00D,DP02,,43.65,5.19,46.04,51.16,0,0,5.19,green
N00D,DP02,,39.63,6.44,42.36,53.93,0,0,6.44,green
N00D,DP02,,43.34,6.35,46.28,50.31,0,0,6.35,green
[NULL],7F08,,44.94,2.28,45.99,52.78,0,0,2.28,orange
[NULL],7F08,,33.79,9.78,37.45,56.43,0,0,9.78,orange
N006,FP05,,45.59,05.04,48.01,49.37,0,0,05.04,green
N00D,DP03,,39.07,5.13,41.19,55.8,0.63,0,5.13,green
[NULL],7F06,,48,5.66,50.88,46.34,4.39,0,5.66,orange
[NULL],7F06,,38.64,5.51,40.89,55.86,5.54,0,5.51,orange
N003,CP09,,45.01,7.71,48.77,47.28,0.82,0,7.71,red
N003,CP09,,45.67,07.04,49.13,47.29,0.35,0,07.04,red
N003,CP09,,41.39,9.79,45.88,48.82,1.61,0,9.79,red
N003,CP09,,43.69,8.59,47.79,47.73,01.06,0,8.59,red
N003,CP09,,41,9.67,45.39,49.33,1.44,0,9.67,red
N00D,DP14,91870381,45.67,2.62,46.9,51.71,0,0,2.62,green
N006,FP06,,48.51,7.35,52.36,44.14,0,0,7.35,red
N006,FP06,,48.51,7.35,52.36,44.14,0,0,7.35,red
N006,FP06,,49.32,3.96,51.36,46.71,0,0,3.96,green
N00D,DP11,91861445,37.28,5.36,39.39,57.36,0,0,5.36,green
N00D,DP14,91870381,44.91,2.43,46.03,52.66,0,0,2.43,green
N00D,DP11,91861445,29,7.31,31.29,63.68,0,0,7.31,red
N00D,DP11,91861445,29.5,8.28,32.17,62.22,0,0,8.28,red
N014,NP01,91872189,44.3,09.01,48.69,46.69,0,0,09.01,red
N014,NP01,91872189,40.92,10.98,45.96,48.11,0,0,10.98,red
N014,NP01,91872189,43.59,9.2,48,47.21,0,0,9.2,red
[NULL],7F08,,38.53,3.36,39.88,58.1,0,0,3.36,orange
N006,FP03,,53.53,4.17,55.86,42.3,0,0,4.17,green
N00D,DP03,,37.39,7.23,40.31,55.37,2.18,0,7.23,red
N00D,DP03,,38.11,6.22,40.64,55.67,1.47,0,6.22,green
N003,CP01,91877655,43,06.09,45.79,50.91,0,0,06.09,green
N00D,DP15,91870379,40.29,6.68,43.18,53.03,3.15,0,6.68,green
N00D,DP03,,39.05,4.94,41.08,56.01,0.43,0,4.94,green
N00D,DP03,,37.83,5.78,40.15,56.39,1.75,0,5.78,green
N003,CP01,91877655,43.45,5.12,45.8,51.42,0,0,5.12,green
N003,CP01,91877655,42.57,5.12,44.87,52.31,0,0,5.12,green
N006,FP06,,49.93,6.98,53.68,43.09,0,0,6.98,green
N006,FP04,,37.66,10.06,41.88,52.27,0,0,10.06,red
N006,FP04,,46.29,08.09,50.36,45.62,0,0,08.09,red
N006,FP06,,49.32,7.5,53.32,43.18,0,0,7.5,red
N006,FP06,,49.34,7.64,53.42,43.03,0,0,7.64,red
N00D,DP01,91874692,55.84,0.43,56.08,43.73,0,0,0.43,green
N003,CP01,91877655,42.55,6.44,45.48,51,0.34,0,6.44,green
[NULL],7F08,,47.04,4.83,49.43,48.13,0,0,4.83,orange
[NULL],7F08,,42.87,5.39,45.32,51.73,0,0,5.39,orange
N003,CP09,,42.82,7.89,46.49,49.28,0,0,7.89,red
N006,FP11,,46.9,0.31,47.05,52.79,0,0,0.31,green
N00D,DP15,91870379,38.86,7.64,42.08,53.49,3.26,0,7.64,red
N00D,DP18,91871121,42.14,6.36,45.01,51.49,0,0,6.36,green
N00D,DP18,91871121,40.96,06.05,43.6,52.98,0,0,06.05,green
N00D,DP18,91871121,41.28,7.38,44.57,51.34,0,0,7.38,red
N00D,DP18,91871121,39.1,7.83,42.42,53.07,0,0,7.83,red
N00D,DP17,,26.04,5.42,27.53,68.54,0,0,5.42,green
N003,CP02,,48.41,5.45,51.2,46.14,0,0,5.45,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N003,CP02,,47.32,6.48,50.59,46.21,0,0,6.48,green
N003,CP02,,47.57,5.73,50.46,46.7,0,0,5.73,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N003,CP02,,44.48,7.8,48.24,47.72,0.27,0,7.8,red
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N003,CP02,,46.3,7.62,50.12,46.08,0.18,0,7.62,red
N003,CP02,,46.15,7.22,49.74,46.63,0.41,0,7.22,red
N00D,DP14,91870381,45.7,3.15,47.19,51.15,0,0,3.15,green
N006,FP03,,50.62,5.45,53.54,43.93,0,0,5.45,green
N006,FP04,,37.5,8.73,41.09,53.77,0,0,8.73,red
N006,FP04,,39.92,9.98,44.34,50.11,0,0,9.98,red
N00D,DP17,,35.79,4.51,37.48,59.7,0,0,4.51,green
N00D,DP15,91870379,41.21,6.63,44.14,52.16,1.65,0,6.63,green
N003,CP03,,46.52,6.89,49.96,46.59,0,0,6.89,green
N003,CP03,,46.23,6.91,49.66,46.86,0,0,6.91,green
[NULL],7F07,,40.28,3.99,41.96,55.73,0,0,3.99,orange
[NULL],7F08,,44.76,5.53,47.38,49.71,0,0,5.53,orange
N006,FP04,,43.69,10.79,48.97,45.52,0,0,10.79,red
N006,FP04,,42.06,8.76,46.1,49.17,0,0,8.76,red
[NULL],7F06,,46.99,4.97,49.44,48.05,3.5,0,4.97,orange
[NULL],7F06,,48.61,3.83,50.54,47.56,1.44,0,3.83,orange
[NULL],7F06,,45.42,9.36,50.11,45.22,3.91,0,9.36,orange
[NULL],7F06,,45.34,9.46,50.08,45.19,3.67,0,9.46,orange
N006,FP03,,46.44,8.14,50.55,45.42,0,0,8.14,red
N003,CP03,,44.66,6.77,47.9,48.57,0,0,6.77,green
[NULL],7F06,,42,10.14,46.74,47.86,4.87,0,10.14,orange
N003,CP09,,45.3,7.38,48.91,47.32,0.72,0,7.38,red
N003,CP09,,47.29,6.49,50.57,46.22,0,0,6.49,green
N003,CP09,,45.78,7.48,49.49,46.73,0,0,7.48,red
N00D,DP15,91870379,41.02,6.25,43.76,52.73,1.7,0,6.25,green
N013,MP04,,41.43,11.94,47.04,46.64,0,0,11.94,red
[NULL],7F06,,46.66,6.47,49.89,46.87,7.24,0,6.47,orange
[NULL],7F06,,47.22,6.33,50.41,46.45,6.72,0,6.33,orange
[NULL],7F06,,47.22,6.45,50.48,46.32,7.53,0,6.45,orange
[NULL],7F06,,48.3,6.12,51.45,45.57,6.8,0,6.12,orange
N00D,DP11,91861445,30.68,9.7,33.98,59.62,0,0,9.7,red
N00D,DP11,91861445,41.48,2.65,42.61,55.87,0,0,2.65,green
N014,NP01,91872189,41.44,10.18,46.14,48.37,0,0,10.18,red
N014,NP01,91872189,46.76,8.71,51.22,44.54,0,0,8.71,red
N014,NP01,91872189,41.65,9.24,45.89,49.11,0,0,9.24,red
[NULL],7F08,,45.52,6.9,48.89,47.58,0,0,6.9,orange
N006,FP03,,48.46,6.72,51.96,44.82,0,0,6.72,green
N003,CP09,,42.32,9.47,46.75,48.21,01.08,0,9.47,red
N003,CP09,,46.11,6.87,49.51,47.02,1.24,0,6.87,green
N003,CP09,,39.27,11.4,44.33,49.33,2,0,11.4,red
N006,FP06,,49.48,6.45,52.89,44.07,0,0,6.45,green
N003,CP09,,46.52,6.48,49.74,47,0,0,6.48,green
N006,FP06,,49.57,6.48,53,43.95,0,0,6.48,green
N003,CP09,,49.49,5.11,52.15,45.4,0,0,5.11,green
N006,FP06,,48.08,6.8,51.58,45.12,0,0,6.8,green
N006,FP06,,47.91,6.86,51.43,45.23,0,0,6.86,green
N003,CP02,,38.05,8.68,41.67,53.27,0.95,0,8.68,red
N003,CP02,,38.05,8.68,41.67,53.27,0.95,0,8.68,red
N003,CP02,,38.05,8.68,41.67,53.27,0.95,0,8.68,red
N003,CP02,,35.97,8.61,39.36,55.42,0.53,0,8.61,red
N003,CP02,,41.19,5.96,43.8,52.85,0,0,5.96,green
N003,CP02,,38.86,5.11,40.95,56.03,0,0,5.11,green
N00D,DP15,91870379,39.7,7.34,42.85,52.96,2.46,0,7.34,red
N006,FP11,,46.58,4.33,48.69,49.09,0,0,4.33,green
N00D,DP17,,41.43,0.12,41.48,58.45,0,0,0.12,green
N006,FP05,,45.09,7.13,48.56,47.77,0,0,7.13,red
[NULL],7F06,,49.3,5.87,52.37,44.83,5,0,5.87,orange
[NULL],7F08,,37.49,10.69,41.98,51.82,0,0,10.69,orange
N006,FP05,,41.41,7.23,44.64,51.35,0,0,7.23,red
[NULL],7F07,,44.55,1.81,45.37,53.64,0,0,1.81,orange
[NULL],7F06,,45.6,5.73,48.37,48.67,3.28,0,5.73,orange
[NULL],7F07,,40.24,6.76,43.16,52.99,0,0,6.76,orange
N014,NP01,91872189,48.51,7.3,52.33,44.19,0,0,7.3,red
N014,NP01,91872189,46.56,8.32,50.78,45.12,0,0,8.32,red
N014,NP01,91872189,48.48,7.36,52.33,44.16,0,0,7.36,red
N003,CP09,,47.73,5.78,50.66,46.49,1.13,0,5.78,green
N006,FP03,,53.5,05.02,56.33,41.48,0,0,05.02,green
N006,FP07,,35.25,14.24,41.1,50.51,0,0,14.24,red
[NULL],7F08,,45.02,5.93,47.86,49.05,0,0,5.93,orange
[NULL],7F06,,25.28,5.1,26.64,69.62,0,0,5.1,orange
[NULL],7F06,,43.03,5.55,45.56,51.42,2.95,0,5.55,orange
N006,FP06,,47.63,6.76,51.09,45.61,0,0,6.76,green
N006,FP06,,46.77,6.69,50.13,46.54,0,0,6.69,green
N014,NP01,91872189,41.71,10.31,46.51,47.98,0,0,10.31,red
N014,NP01,91872189,38.94,10.67,43.59,50.4,0,0,10.67,red
N014,NP01,91872189,42.12,9.54,46.57,48.33,0,0,9.54,red
[NULL],7F06,,45.26,6.94,48.63,47.8,8.87,0,6.94,orange
[NULL],7F06,,45.38,07.04,48.82,47.58,8.78,0,07.04,orange
N003,CP03,,45.58,6.78,48.9,47.64,0,0,6.78,green
N003,CP03,,45.3,6.8,48.61,47.9,0,0,6.8,green
N003,CP03,,43.97,7.32,47.44,48.72,0,0,7.32,red
N003,CP03,,43.97,7.32,47.44,48.72,0,0,7.32,red
N006,FP04,,41.41,7.66,44.84,50.94,0,0,7.66,red
N006,FP04,,48.13,6.54,51.49,45.34,0,0,6.54,green
N006,FP11,,47.55,3.14,49.09,49.31,0,0,3.14,green
N006,FP11,,47.55,3.14,49.09,49.31,0,0,3.14,green
[NULL],7F06,,46.41,5.83,49.28,47.76,5.44,0,5.83,orange
[NULL],7F06,,42.28,10.33,47.15,47.39,5.17,0,10.33,orange
[NULL],7F06,,42.65,10.17,47.48,47.18,5.47,0,10.17,orange
[NULL],7F06,,41.21,10.28,45.93,48.51,5.81,0,10.28,orange
[NULL],7F06,,41.03,10.35,45.76,48.63,5.95,0,10.35,orange
[NULL],7F06,,40.63,10.78,45.54,48.59,5.81,0,10.78,orange
N006,FP06,,50.96,4.96,53.62,44.08,0,0,4.96,green
N006,FP06,,50.83,4.99,53.5,44.18,0,0,4.99,green
N006,FP06,,50.14,5.14,52.86,44.72,0,0,5.14,green
N006,FP06,,50.28,5.1,52.98,44.63,0,0,5.1,green
N006,FP06,,50.19,5.19,52.94,44.62,0,0,5.19,green
[NULL],7F08,,44.44,7.11,47.84,48.45,0,0,7.11,orange
[NULL],7F08,,46.03,6.99,49.49,46.98,0,0,6.99,orange
[NULL],7F08,,45.36,07.04,48.79,47.61,0,0,07.04,orange
[NULL],7F08,,47.52,6.89,51.04,45.59,0,0,6.89,orange
N006,FP04,,47.25,7.16,50.89,45.59,0,0,7.16,red
N006,FP04,,52.31,5.92,55.6,41.77,0,0,5.92,green
N006,FP04,,52.31,5.92,55.6,41.77,0,0,5.92,green
[NULL],7F07,,31.92,10.29,35.58,57.78,0,0,10.29,orange
[NULL],7F07,,34.82,7.92,37.82,57.26,0,0,7.92,orange
[NULL],7F07,,36.09,8.14,39.29,55.77,0,0,8.14,orange
[NULL],7F08,,47.18,6.88,50.67,45.93,0,0,6.88,orange
[NULL],7F08,,46.71,6.76,50.1,46.53,0,0,6.76,orange
N003,CP02,,36.41,11.34,41.07,52.24,1.85,0,11.34,red
N003,CP09,,44.94,5.31,47.45,49.76,0,0,5.31,green
N003,CP09,,45.53,6.12,48.5,48.35,0,0,6.12,green
[NULL],7F07,,37.52,6,39.91,56.48,0,0,6,orange
N003,CP03,,45.29,6.41,48.4,48.3,0,0,6.41,green
N003,CP03,,43.23,6.2,46.08,50.57,0,0,6.2,green
N006,FP03,,50.87,05.05,53.57,44.09,0,0,05.05,green
[NULL],7F08,,41.74,8.55,45.65,49.71,0,0,8.55,orange
N00D,DP14,91870381,39.38,7.55,42.6,53.07,0,0,7.55,red
N003,CP02,,45.57,7.31,49.17,47.12,0.07,0,7.31,red
N003,CP02,,43.41,8.39,47.39,48.2,0.29,0,8.39,red
N003,CP02,,47.36,6.51,50.66,46.13,0.43,0,6.51,green
[NULL],7F06,,46.18,5.82,49.04,47.99,05.07,0,5.82,orange
[NULL],7F08,,45.5,6.58,48.71,47.92,0,0,6.58,orange
N003,CP09,,45.17,6.9,48.52,47.93,0.75,0,6.9,green
N003,CP09,,46.37,6.72,49.71,46.91,1.96,0,6.72,green
N003,CP03,,45.54,6.81,48.87,47.64,0,0,6.81,green
[NULL],7F08,,44.61,6.64,47.79,48.75,0,0,6.64,orange
N006,FP04,,47.9,7.62,51.85,44.49,0,0,7.62,red
N006,FP04,,45.4,7.97,49.33,46.63,0,0,7.97,red
[NULL],7F06,,47.35,5.69,50.21,46.96,5.36,0,5.69,orange
[NULL],7F06,,49.9,2.81,51.34,47.3,0,0,2.81,orange
N003,CP09,,47.53,6.35,50.75,46.12,5.48,0,6.35,green
N003,CP09,,46.27,6.92,49.71,46.81,2.68,0,6.92,green
N003,CP09,,46.27,6.92,49.71,46.81,2.68,0,6.92,green
N003,CP09,,47.17,6.45,50.43,46.37,2.57,0,6.45,green
[NULL],7F08,,42.75,7.29,46.11,49.96,0,0,7.29,orange
[NULL],7F06,,46.17,5.86,49.05,47.97,5.88,0,5.86,orange
[NULL],7F06,,46.46,5.81,49.32,47.73,5.5,0,5.81,orange
[NULL],7F06,,46.41,5.8,49.27,47.79,5.72,0,5.8,orange
[NULL],7F06,,46.52,5.87,49.42,47.61,5.85,0,5.87,orange
N003,CP09,,44.43,7.8,48.19,47.77,1.31,0,7.8,red
N003,CP09,,46.85,6.97,50.36,46.18,1.1,0,6.97,green
N003,CP09,,44.44,7.38,47.98,48.18,01.03,0,7.38,red
N003,CP09,,44.44,7.38,47.98,48.18,01.03,0,7.38,red
N006,FP03,,51.9,06.09,55.26,42.01,0,0,06.09,green
N014,NP01,91872189,46.82,7.94,50.86,45.24,0,0,7.94,red
N014,NP01,91872189,44,9.13,48.42,46.87,0,0,9.13,red
N014,NP01,91872189,36.55,12.89,41.95,50.57,0,0,12.89,red
N014,NP01,91872189,53,4.55,55.52,42.45,0,0,4.55,green
[NULL],7F07,,43.75,4.41,45.77,51.84,0,0,4.41,orange
N006,FP11,,44.07,6.63,47.19,49.31,0.1,0,6.63,green
N006,FP11,,39.76,7.95,43.19,52.29,0,0,7.95,red
N006,FP11,,46.74,5.66,49.54,47.6,0.64,0,5.66,green
N006,FP11,,46.74,5.66,49.54,47.6,0.64,0,5.66,green
N006,FP11,,48.26,5,50.8,46.74,1.35,0,5,green
N006,FP11,,44.1,6.11,46.97,49.79,0,0,6.11,green
N006,FP11,,44.86,4.16,46.81,50.98,0,0,4.16,green
[NULL],7F08,,37.71,8.72,41.32,53.57,0,0,8.72,orange
N006,FP11,,40.41,7,43.45,52.59,0,0,7,green
N003,CP09,,34.94,11.28,39.38,53.78,02.03,0,11.28,red
N003,CP09,,35.57,10.25,39.63,54.18,2.11,0,10.25,red
N003,CP09,,38.05,11.13,42.82,50.82,2.2,0,11.13,red
N003,CP09,,49.39,4,51.45,46.61,0,0,4,green
N003,CP09,,42.95,6.4,45.88,50.66,0.33,0,6.4,green
N003,CP02,,41.09,7.55,44.45,51.35,0,0,7.55,red
N003,CP02,,34.63,10.23,38.57,55.14,0.35,0,10.23,red
N003,CP02,,37.89,10.68,42.42,51.43,2.12,0,10.68,red
N003,CP02,,37.89,10.68,42.42,51.43,2.12,0,10.68,red
N003,CP02,,37.89,10.68,42.42,51.43,2.12,0,10.68,red
N003,CP02,,34.89,8.74,38.23,56.37,0.86,0,8.74,red
N006,FP11,,46.64,4.36,48.77,49,0,0,4.36,green
N006,FP11,,47.75,3.78,49.63,48.47,0,0,3.78,green
N006,FP11,,47.75,3.78,49.63,48.47,0,0,3.78,green
N006,FP11,,46.64,5.74,49.48,47.62,03.02,0,5.74,green
N006,FP11,,46.75,5.83,49.64,47.42,2.88,0,5.83,green
N006,FP11,,45.88,3.56,47.58,50.56,0,0,3.56,green
N006,FP11,,47.48,2.88,48.89,49.64,0,0,2.88,green
N013,MP04,,42.13,12.3,48.04,45.57,0,0,12.3,red
N00D,DP11,91861445,37.58,2.35,38.48,60.07,0,0,2.35,green
N00D,DP11,91861445,29.1,4.96,30.62,65.94,0,0,4.96,green
N00D,DP17,,37.46,4.47,39.21,58.07,0,0,4.47,green
N006,FP03,,51.04,5.9,54.24,43.06,0,0,5.9,green
[NULL],7F08,,39.12,9.66,43.3,51.22,0,0,9.66,orange
[NULL],7F07,,40.63,3.19,41.97,56.18,0,0,3.19,orange
N006,FP07,,43.89,7.77,47.59,48.34,0,0,7.77,red
N00D,DP03,,40.34,6.72,43.25,52.93,3.15,0,6.72,green
N006,FP05,,42.02,6.9,45.13,51.09,0,0,6.9,green
N00D,DP03,,33.88,5.37,35.8,60.75,0,0,5.37,green
N014,NP01,91872189,34.12,11.58,38.59,54.3,0,0,11.58,red
N014,NP01,91872189,50.24,6.66,53.83,43.09,0,0,6.66,green
N014,NP01,91872189,49.49,6.73,53.06,43.79,0,0,6.73,green
N006,FP03,,50.83,5.83,53.97,43.34,0,0,5.83,green
N00D,DP14,91870381,43.46,3.72,45.14,52.82,0,0,3.72,green
[NULL],7F07,,43.5,5.64,46.1,50.87,0,0,5.64,orange
N00D,DP03,,39.12,6.5,41.84,54.38,1.57,0,6.5,green
N00D,DP03,,18.55,11.96,21.07,69.49,0,0,11.96,red
N00D,DP02,,46.42,2.49,47.61,51.09,0,0,2.49,green
N00D,DP02,,43.18,4.55,45.24,52.26,0,0,4.55,green
N00D,DP02,,39.52,8.78,43.32,51.7,0,0,8.78,red
N00D,DP02,,40.6,7.15,43.72,52.25,0,0,7.15,red
N00D,DP02,,36.68,08.02,39.88,55.3,0,0,08.02,red
[NULL],7F06,,44.95,5.53,47.58,49.52,3.94,0,5.53,orange
[NULL],7F06,,43.27,4.76,45.43,51.97,2.67,0,4.76,orange
N003,CP03,,46.22,7.99,50.23,45.79,0,0,7.99,red
N006,FP05,,45.57,4.43,47.68,50,0,0,4.43,green
[NULL],7F08,,42.56,6.12,45.33,51.32,0,0,6.12,orange
N003,CP09,,45.11,7.1,48.56,47.78,0,0,7.1,red
N003,CP09,,42.69,7.12,45.96,50.19,0,0,7.12,red
N003,CP09,,42.08,8.91,46.2,49.01,1.84,0,8.91,red
N003,CP09,,42.99,8.76,47.12,48.25,0.94,0,8.76,red
N003,CP09,,44.82,7.43,48.42,47.75,0,0,7.43,red
N00D,DP14,91870381,43.53,1.72,44.29,54.75,0,0,1.72,green
N006,FP06,,45.44,6.89,48.81,47.67,0,0,6.89,green
N006,FP06,,50.46,4.52,52.84,45.02,0,0,4.52,green
N00D,DP11,91861445,38.91,4.94,40.94,56.14,0,0,4.94,green
N00D,DP11,91861445,26.64,6.53,28.5,66.83,0,0,6.53,green
N00D,DP11,91861445,38.17,2.11,38.99,59.72,0,0,2.11,green
N006,FP04,,41.47,6.55,44.38,51.98,0,0,6.55,green
N006,FP04,,41.27,04.06,43.01,54.67,0,0,04.06,green
N003,CP09,,38.2,8.98,41.97,52.82,0,0,8.98,red
N014,NP01,91872189,44.82,7.4,48.4,47.78,0,0,7.4,red
N014,NP01,91872189,47.45,7.45,51.27,45.1,0,0,7.45,red
N014,NP01,91872189,42.56,9.27,46.91,48.17,0,0,9.27,red
N006,FP11,,48.43,03.03,49.94,48.54,0,0,03.03,green
N006,FP06,,46.67,8.51,51.02,44.81,0,0,8.51,red
N006,FP06,,46.18,8.58,50.51,45.25,0,0,8.58,red
N006,FP06,,44.23,9.23,48.73,46.53,0,0,9.23,red
N006,FP06,,44.88,9.1,49.38,46.02,0,0,9.1,red
N006,FP06,,47.82,6.66,51.23,45.52,0,0,6.66,green
[NULL],7F06,,47.18,6.36,50.38,46.46,3.54,0,6.36,orange
[NULL],7F06,,47.08,6.46,50.33,46.46,3.34,0,6.46,orange
[NULL],7F08,,40.39,9.97,44.86,49.64,0,0,9.97,orange
N00D,DP03,,35.06,6.36,37.44,58.58,3.16,0,6.36,green
[NULL],7F06,,48,6.14,51.14,45.85,2.78,0,6.14,orange
N003,CP03,,43.45,8.48,47.48,48.07,0,0,8.48,red
N003,CP03,,44.87,8.26,48.91,46.87,0,0,8.26,red
[NULL],7F06,,47.88,6.21,51.05,45.91,03.09,0,6.21,orange
[NULL],7F06,,47.92,6.41,51.2,45.68,03.06,0,6.41,orange
[NULL],7F08,,43.31,7.23,46.69,49.46,0,0,7.23,orange
N00D,DP03,,36.06,06.02,38.37,57.92,3.81,0,06.02,green
N013,MP04,,41.83,11.88,47.47,46.28,0.35,0,11.88,red
N003,CP09,,45.18,3.62,46.87,51.21,0,0,3.62,green
N003,CP09,,46.22,4.57,48.43,49.21,0,0,4.57,green
[NULL],7F07,,34.44,9.96,38.25,55.59,0,0,9.96,orange
[NULL],7F08,,39.76,10.29,44.32,49.95,0,0,10.29,orange
[NULL],7F06,,46.77,6.67,50.11,46.56,2.98,0,6.67,orange
N006,FP11,,47.87,1.23,48.46,50.9,0,0,1.23,green
N006,FP11,,47.87,1.23,48.46,50.9,0,0,1.23,green
[NULL],7F06,,46.55,6.78,49.94,46.67,2.81,0,6.78,orange
N003,CP02,,43.48,4.65,45.6,51.87,0,0,4.65,green
N003,CP02,,43.84,4.16,45.74,52,0,0,4.16,green
N014,NP01,91872189,50.16,6.66,53.73,43.19,0,0,6.66,green
N014,NP01,91872189,43.71,9.42,48.26,46.87,0,0,9.42,red
N014,NP01,91872189,37.28,12.4,42.55,50.33,0,0,12.4,red
N006,FP03,,49.47,7.94,53.74,42.59,0,0,7.94,red
[NULL],7F06,,46.4,6.89,49.84,46.7,2.68,0,6.89,orange
N00D,DP03,,33.75,5.88,35.86,60.37,2.34,0,5.88,green
