COMPANY,PKS_CODE,INSTRUMENT_SERIAL_NUMBER,OIL_WM,VM,OIL_DM,NOS,FFA,DOBI,RILL_MUTU_KADAR_AIR,INC_MUTU_KADAR_AIR
[NULL],7F07,,34.55,9.17,38.04,56.28,0,0,9.17,orange
[NULL],7F07,,38.19,8.91,41.92,52.9,0,0,8.91,orange
[NULL],7F06,,45.41,5.75,48.18,48.84,4.92,0,5.75,orange
[NULL],7F06,,45.82,4.3,47.88,49.88,3.51,0,4.3,orange
N003,CP09,,40.04,9.8,44.4,50.15,1.39,0,9.8,red
N003,CP09,,38.92,10.47,43.47,50.61,1.82,0,10.47,red
N003,CP09,,40.49,10.25,45.12,49.26,1.35,0,10.25,red
N003,CP09,,38.1,10.68,42.66,51.22,0.97,0,10.68,red
N003,CP09,,45.1,6.42,48.2,48.47,0,0,6.42,green
[NULL],7F07,,29.33,10.45,32.75,60.22,0,0,10.45,orange
[NULL],7F06,,44.43,4.31,46.43,51.26,2.91,0,4.31,orange
N014,NP01,91872189,50.18,5.83,53.29,43.99,0,0,5.83,green
N014,NP01,91872189,49.26,5.72,52.25,45.02,0,0,5.72,green
N014,NP01,91872189,41.26,9.87,45.77,48.88,0,0,9.87,red
N006,FP04,,44.76,6.81,48.03,48.43,0,0,6.81,green
N006,FP04,,44.04,7.4,47.56,48.56,0.61,0,7.4,red
[NULL],7F07,,29.18,10.82,32.72,60,0,0,10.82,orange
N006,FP04,,46.3,6.63,49.58,47.08,0,0,6.63,green
N006,FP04,,46.73,6.56,50,46.72,0,0,6.56,green
N006,FP04,,46.64,6.59,49.93,46.77,0,0,6.59,green
N003,CP03,,44.99,06.02,47.87,48.99,0,0,06.02,green
N003,CP03,,46.23,6.75,49.58,47.02,0,0,6.75,green
N003,CP03,,47.53,6.79,51,45.67,0,0,6.79,green
N003,CP09,,44.55,6.28,47.54,49.17,0,0,6.28,green
N003,CP02,,42.25,09.01,46.43,48.75,1.16,0,09.01,red
N003,CP02,,43.68,08.06,47.51,48.26,1.67,0,08.06,red
N003,CP02,,45.57,6.63,48.8,47.81,0.34,0,6.63,green
N00D,DP18,91871121,41.56,7.96,45.15,50.48,0,0,7.96,red
N00D,DP18,91871121,41.3,8.21,44.99,50.5,0,0,8.21,red
[NULL],7F06,,44.67,6.53,47.79,48.81,4,0,6.53,orange
[NULL],7F07,,54.86,4.39,57.38,40.75,0,0,4.39,orange
N003,CP09,,39.23,10.42,43.79,50.35,02.08,0,10.42,red
N003,CP09,,45.64,6.43,48.77,47.94,0.35,0,6.43,green
N003,CP09,,43.9,7.35,47.38,48.75,0.03,0,7.35,red
N003,CP09,,43.66,7.14,47.02,49.19,0.31,0,7.14,red
N003,CP09,,42.25,3.89,43.95,53.87,0,0,3.89,green
N014,NP01,91872189,40.35,8.58,44.14,51.07,0,0,8.58,red
N014,NP01,91872189,40.22,8.48,43.95,51.29,0,0,8.48,red
N014,NP01,91872189,31.16,12.33,35.55,56.5,0,0,12.33,red
N00D,DP17,,46.07,6.87,49.47,47.06,0,0,6.87,green
N003,CP09,,36.24,11.46,40.93,52.3,1.94,0,11.46,red
N003,CP09,,46.03,6.96,49.47,47.01,1.22,0,6.96,green
N003,CP09,,40.65,09.09,44.71,50.26,0.6,0,09.09,red
N003,CP09,,45.16,7.14,48.63,47.7,0.5,0,7.14,red
N003,CP09,,48.87,5.41,51.66,45.72,0,0,5.41,green
N006,FP07,,44.03,6.94,47.32,49.03,0,0,6.94,green
[NULL],7F06,,46.47,5.45,49.15,48.08,3.4,0,5.45,orange
N003,CP09,,46.14,5.27,48.7,48.59,0,0,5.27,green
N003,CP09,,46.96,5.16,49.51,47.88,0,0,5.16,green
N006,FP03,,52.89,4.83,55.57,42.28,0,0,4.83,green
[NULL],7F07,,39.26,4.84,41.26,55.9,0,0,4.84,orange
N006,FP07,,32.62,16.62,39.12,50.77,0,0,16.62,red
N014,NP01,91872189,42.36,7.43,45.76,50.21,0,0,7.43,red
N014,NP01,91872189,40.22,8.92,44.16,50.86,0,0,8.92,red
N014,NP01,91872189,35.21,11.47,39.78,53.31,0,0,11.47,red
N006,FP04,,39.92,8.4,43.58,51.68,6.39,0,8.4,red
N006,FP04,,42.06,6.59,45.03,51.35,0,0,6.59,green
N003,CP09,,46.06,6.31,49.16,47.63,0,0,6.31,green
N003,CP09,,47.1,5.87,50.04,47.02,0,0,5.87,green
N006,FP03,,51.87,5.66,54.98,42.47,0,0,5.66,green
N00D,DP04,91871440,43.7,6.6,46.78,49.7,0,0,6.6,green
N00D,DP03,,36.76,7.22,39.62,56.01,1.97,0,7.22,red
N006,FP03,,47.76,9.45,52.74,42.79,0,0,9.45,red
N006,FP04,,42.28,8.73,46.32,48.99,0,0,8.73,red
N006,FP04,,46.04,6,48.98,47.95,0,0,6,green
N003,CP09,,38.37,11.58,43.39,50.05,1.32,0,11.58,red
N003,CP09,,39.57,10.04,43.98,50.39,1.9,0,10.04,red
N006,FP05,,42.86,0.62,43.12,56.53,0,0,0.62,green
N003,CP09,,38.45,10.65,43.04,50.9,1.45,0,10.65,red
N003,CP09,,45.55,6.27,48.6,48.18,0,0,6.27,green
N006,FP05,,42.61,0.55,42.84,56.85,0,0,0.55,green
N003,CP09,,46.6,5.57,49.35,47.82,0,0,5.57,green
N006,FP06,,48.25,6.4,51.55,45.35,0,0,6.4,green
N006,FP06,,48.2,6.47,51.53,45.33,0,0,6.47,green
N006,FP06,,49.19,6.46,52.59,44.35,0,0,6.46,green
N006,FP06,,48.9,6.5,52.3,44.6,0,0,6.5,green
N014,NP01,91872189,44.58,05.07,46.96,50.35,0,0,05.07,green
N014,NP01,91872189,40.89,8.92,44.89,50.2,0,0,8.92,red
N014,NP01,91872189,40.44,8.89,44.38,50.67,0,0,8.89,red
N014,NP01,91872189,44.1,4.37,46.12,51.53,0,0,4.37,green
N006,FP04,,45.7,2.31,46.78,51.99,0,0,2.31,green
[NULL],7F06,,41.08,6.3,43.85,52.62,3.25,0,6.3,orange
N006,FP03,,50.55,4.92,53.17,44.52,0,0,4.92,green
[NULL],7F06,,41.81,6.79,44.85,51.4,3.35,0,6.79,orange
N00D,DP18,91871121,45.39,5.83,48.21,48.77,0,0,5.83,green
N00D,DP03,,39.77,6.67,42.61,53.56,1.71,0,6.67,green
[NULL],7F07,,28.39,11.77,32.18,59.84,0,0,11.77,orange
N003,CP02,,43.76,8.53,47.84,47.71,0.64,0,8.53,red
N003,CP02,,44.12,8.64,48.29,47.24,0.7,0,8.64,red
N003,CP02,,44.12,8.64,48.29,47.24,0.7,0,8.64,red
N003,CP02,,44.03,8.55,48.15,47.42,1.21,0,8.55,red
N003,CP02,,39.89,7.65,43.19,52.46,0.35,0,7.65,red
N006,FP07,,44.38,6.17,47.3,49.45,0,0,6.17,green
[NULL],7F06,,41.63,7.59,45.05,50.78,05.06,0,7.59,orange
N003,CP09,,49.18,4.74,51.63,46.08,0,0,4.74,green
N003,CP09,,46.72,6.89,50.17,46.39,1.3,0,6.89,green
N003,CP09,,45.62,6.84,48.97,47.54,0.04,0,6.84,green
N003,CP09,,46.92,5.31,49.55,47.78,0,0,5.31,green
N003,CP09,,42.06,7.15,45.3,50.79,0.46,0,7.15,red
[NULL],7F06,,42.66,09.04,46.9,48.3,4.31,0,09.04,orange
[NULL],7F06,,39.4,11.07,44.3,49.53,4.79,0,11.07,orange
[NULL],7F06,,40.94,10.11,45.55,48.95,04.09,0,10.11,orange
[NULL],7F06,,45.66,7.57,49.4,46.77,3.76,0,7.57,orange
[NULL],7F06,,38.46,11.13,43.28,50.41,3.84,0,11.13,orange
[NULL],7F06,,38.79,10.98,43.58,50.22,3.7,0,10.98,orange
N006,FP11,,45.11,0,45.11,54.89,0,0,0,green
N013,MP04,,45.65,9.91,50.67,44.44,1.61,0,9.91,red
N006,FP11,,44.3,0,44.3,55.7,0,0,0,green
[NULL],7F06,,36.31,12.75,41.62,50.94,5.5,0,12.75,orange
[NULL],7F06,,40.03,10.26,44.61,49.71,4.33,0,10.26,orange
N013,MP04,,0,0,0,0,0,0,0,green
[NULL],7F06,,41.58,10,46.2,48.42,3.43,0,10,orange
N013,MP04,,0,0,0,0,0,0,0,green
N013,MP04,,0,0,0,0,0,0,0,green
N003,CP02,,46.64,6.32,49.78,47.05,1.5,0,6.32,green
N003,CP02,,44.58,8.5,48.72,46.92,0.53,0,8.5,red
N003,CP02,,43.86,8.83,48.11,47.31,0.42,0,8.83,red
N003,CP02,,43.86,8.83,48.11,47.31,0.42,0,8.83,red
N006,FP06,,48.66,6.24,51.89,45.11,0,0,6.24,green
N006,FP06,,46.91,8.76,51.42,44.33,0,0,8.76,red
[NULL],7F06,,38.69,8.89,42.47,52.42,4.72,0,8.89,orange
[NULL],7F07,,27.54,6.37,29.42,66.08,0,0,6.37,orange
N003,CP01,91877655,44.05,05.04,46.39,50.92,0,0,05.04,green
N003,CP01,91877655,42.18,6.3,45.02,51.52,0,0,6.3,green
N003,CP09,,46.04,6.69,49.34,47.27,0.17,0,6.69,green
N003,CP09,,43.27,7.68,46.87,49.05,1.98,0,7.68,red
N003,CP09,,44.55,7.41,48.12,48.04,2.28,0,7.41,red
N003,CP09,,44.58,7.62,48.26,47.8,2.17,0,7.62,red
N00D,DP03,,38.03,7,40.89,54.97,1.16,0,7,green
[NULL],7F07,,35.21,9.6,38.95,55.19,0,0,9.6,orange
N003,CP03,,43.46,5.88,46.18,50.66,0,0,5.88,green
N006,FP03,,47.84,9.47,52.85,42.68,0,0,9.47,red
N006,FP03,,47.34,9.44,52.28,43.22,0,0,9.44,red
N003,CP09,,41.69,9.38,46,48.93,1.2,0,9.38,red
N003,CP09,,42.17,9.29,46.49,48.54,1.37,0,9.29,red
N003,CP09,,45.39,8.52,49.62,46.09,1.5,0,8.52,red
N006,FP03,,49.94,8.43,54.54,41.63,0,0,8.43,red
N006,FP03,,48.36,10.21,53.86,41.43,0,0,10.21,red
N014,NP01,91872189,25.75,13.23,29.67,61.03,0,0,13.23,red
N014,NP01,91872189,33.48,8.93,36.76,57.59,0,0,8.93,red
N014,NP01,91872189,40.73,6.67,43.64,52.61,0,0,6.67,green
N00D,DP03,,38.83,6.43,41.5,54.74,1.37,0,6.43,green
N006,FP03,,51.59,7.2,55.59,41.21,0,0,7.2,red
[NULL],7F06,,36.59,9.28,40.33,54.13,4.52,0,9.28,orange
N006,FP03,,50.6,7.36,54.62,42.04,0,0,7.36,red
[NULL],7F06,,35.52,9.62,39.3,54.86,4.68,0,9.62,orange
N006,FP11,,47.2,4.9,49.63,47.91,4.17,0,4.9,green
N006,FP11,,51.22,0,51.22,48.78,0,0,0,green
N006,FP11,,42.2,2.96,43.48,54.85,0,0,2.96,green
[NULL],7F07,,40.39,6.43,43.17,53.17,0,0,6.43,orange
N003,CP02,,38.1,7.77,41.31,54.12,0.65,0,7.77,red
N003,CP02,,39.97,7.72,43.31,52.31,0,0,7.72,red
N003,CP02,,46.31,7.52,50.08,46.17,0,0,7.52,red
N003,CP02,,36.03,08.08,39.19,55.9,0.39,0,08.08,red
N003,CP09,,38.36,10.96,43.08,50.68,2.61,0,10.96,red
N003,CP09,,42.9,7.95,46.61,49.14,1.17,0,7.95,red
N003,CP09,,44.97,5.37,47.53,49.65,0,0,5.37,green
N003,CP09,,45.45,5.74,48.22,48.81,0,0,5.74,green
N003,CP09,,50.27,0.31,50.43,49.42,0,0,0.31,green
N00D,DP17,,45.75,7.11,49.26,47.13,0,0,7.11,red
N006,FP03,,49.31,8.37,53.82,42.32,0,0,8.37,red
N003,CP09,,37.54,12.64,42.97,49.82,2.32,0,12.64,red
N00D,DP03,,37.54,7.23,40.46,55.23,0.6,0,7.23,red
N003,CP09,,40.08,10.97,45.01,48.96,2.12,0,10.97,red
N003,CP09,,40.39,10.74,45.25,48.87,1.41,0,10.74,red
N003,CP09,,42.33,8.92,46.47,48.75,0.77,0,8.92,red
N003,CP09,,43.34,8.33,47.28,48.33,0.57,0,8.33,red
N00D,DP03,,36.05,7.32,38.9,56.63,0,0,7.32,red
[NULL],7F07,,36.85,1.5,37.42,61.64,0,0,1.5,orange
[NULL],7F07,,35.13,0,35.13,64.87,0,0,0,orange
N00D,DP03,,36.23,7.29,39.08,56.48,0.95,0,7.29,red
N00D,DP04,91871440,45.24,6.67,48.47,48.1,0,0,6.67,green
N014,NP01,91872189,44.44,6.97,47.77,48.59,0,0,6.97,green
N014,NP01,91872189,42.91,4.56,44.96,52.53,0,0,4.56,green
N014,NP01,91872189,36.07,8.85,39.57,55.09,0,0,8.85,red
N014,NP01,91872189,26.64,13.15,30.68,60.21,0,0,13.15,red
[NULL],7F06,,43.94,7.13,47.31,48.93,2.79,0,7.13,orange
N003,CP09,,37.22,12.42,42.5,50.36,1.93,0,12.42,red
N003,CP09,,37.73,11.48,42.62,50.79,1.81,0,11.48,red
N003,CP09,,37.55,11.84,42.6,50.61,1.63,0,11.84,red
N003,CP09,,40.17,10.63,44.96,49.19,1.47,0,10.63,red
N003,CP09,,42.64,9.53,47.13,47.83,0.44,0,9.53,red
N006,FP03,,46.69,9.95,51.85,43.36,0,0,9.95,red
N006,FP06,,48.41,7.54,52.35,44.06,0,0,7.54,red
N006,FP06,,48.71,7.47,52.65,43.81,0,0,7.47,red
N006,FP06,,48.36,7.38,52.22,44.26,0,0,7.38,red
N006,FP06,,48.64,7.51,52.59,43.84,0,0,7.51,red
N00D,DP14,91870381,44.49,3.93,46.31,51.58,0,0,3.93,green
N006,FP11,,46.72,5.44,49.41,47.84,3.39,0,5.44,green
N014,NP01,91872189,29.24,13.05,33.63,57.71,0,0,13.05,red
N014,NP01,91872189,49.94,5.56,52.88,44.5,0,0,5.56,green
N014,NP01,91872189,35.51,11.1,39.94,53.39,0,0,11.1,red
N014,NP01,91872189,48.88,4.49,51.18,46.63,0,0,4.49,green
N003,CP09,,44.06,7.14,47.45,48.8,0.55,0,7.14,red
N00D,DP15,91870379,41.12,5.97,43.72,52.92,1.7,0,5.97,green
N003,CP01,91877655,45.37,4.87,47.69,49.76,0,0,4.87,green
N003,CP01,91877655,44.85,5.38,47.4,49.77,0,0,5.38,green
N003,CP01,91877655,43.81,5.41,46.31,50.78,0,0,5.41,green
N00D,DP15,91870379,41.25,5.98,43.88,52.77,3.76,0,5.98,green
N00D,DP15,91870379,41.34,6,43.98,52.66,3.72,0,6,green
N003,CP01,91877655,42.44,5.2,44.77,52.36,0,0,5.2,green
N006,FP11,,46.94,0.41,47.13,52.65,0,0,0.41,green
N003,CP02,,44.7,7.86,48.52,47.44,0.66,0,7.86,red
N003,CP02,,44.9,7.89,48.74,47.22,0.18,0,7.89,red
N003,CP02,,46.88,6.45,50.11,46.68,0.37,0,6.45,green
N003,CP02,,46.24,7.16,49.81,46.59,0.66,0,7.16,red
N003,CP02,,45.17,6.3,48.21,48.53,0.52,0,6.3,green
N003,CP02,,48.23,5.92,51.26,45.85,0,0,5.92,green
[NULL],7F06,,43.54,6.53,46.58,49.93,3.77,0,6.53,orange
[NULL],7F06,,44.73,6.62,47.9,48.66,3.85,0,6.62,orange
[NULL],7F08,,43.64,6.39,46.62,49.97,0,0,6.39,orange
[NULL],7F08,,44.95,6.81,48.23,48.25,0,0,6.81,orange
[NULL],7F08,,45.18,6.96,48.56,47.86,0,0,6.96,orange
[NULL],7F08,,45.1,6.65,48.32,48.25,0,0,6.65,orange
[NULL],7F08,,42.45,6.58,45.45,50.96,0,0,6.58,orange
[NULL],7F08,,45.24,6.81,48.55,47.95,0,0,6.81,orange
N00D,DP15,91870379,43.47,5.39,45.94,51.14,2.12,0,5.39,green
[NULL],7F08,,44.98,5.81,47.75,49.21,0,0,5.81,orange
N00D,DP14,91870381,41.97,7.55,45.4,50.48,0,0,7.55,red
N003,CP09,,44.56,7.97,48.41,47.48,1.41,0,7.97,red
N003,CP09,,45.23,7.47,48.89,47.29,1.24,0,7.47,red
N003,CP09,,45.2,7.59,48.91,47.21,0.52,0,7.59,red
[NULL],7F08,,43.89,6.45,46.92,49.65,0,0,6.45,orange
[NULL],7F07,,42.27,5.15,44.56,52.58,0,0,5.15,orange
[NULL],7F08,,39.4,6.76,42.26,53.84,0,0,6.76,orange
N00D,DP14,91870381,39.98,8.66,43.78,51.35,0,0,8.66,red
[NULL],7F06,,44.95,6.73,48.19,48.32,3.82,0,6.73,orange
N003,CP09,,47.7,5.88,50.68,46.42,0.26,0,5.88,green
N003,CP09,,45.26,6.78,48.55,47.96,0.15,0,6.78,green
N003,CP09,,43.95,7.21,47.37,48.83,0.23,0,7.21,red
N00D,DP15,91870379,42.64,6.34,45.52,51.02,2.32,0,6.34,green
N00D,DP14,91870381,39.71,6.84,42.63,53.45,0,0,6.84,green
[NULL],7F07,,32.71,10.16,36.41,57.13,0,0,10.16,orange
N003,CP09,,41.47,9.44,45.79,49.09,1.28,0,9.44,red
N003,CP09,,45.71,7.57,49.45,46.72,1.35,0,7.57,red
N003,CP09,,41.53,09.04,45.65,49.44,0.46,0,09.04,red
N003,CP09,,42.93,8.73,47.03,48.34,1.37,0,8.73,red
N003,CP09,,49.96,3.8,51.94,46.24,0,0,3.8,green
N006,FP11,,46.23,4.83,48.57,48.94,2.58,0,4.83,green
N006,FP11,,44.91,5.75,47.65,49.34,5.52,0,5.75,green
N006,FP11,,41.95,3.63,43.53,54.43,0,0,3.63,green
N006,FP11,,46.71,3.34,48.32,49.95,0,0,3.34,green
N006,FP11,,45.39,4.98,47.76,49.63,04.02,0,4.98,green
N006,FP11,,45.04,4.84,47.34,50.11,3.7,0,4.84,green
N006,FP11,,44.03,5.38,46.53,50.59,04.09,0,5.38,green
N006,FP11,,45.82,4.48,47.97,49.7,2.88,0,4.48,green
N006,FP11,,47.16,5.54,49.92,47.31,05.08,0,5.54,green
N006,FP11,,44.59,2.7,45.83,52.7,0,0,2.7,green
N006,FP11,,44.47,3.23,45.95,52.3,0,0,3.23,green
N014,NP01,91872189,43.32,7.69,46.93,48.99,0,0,7.69,red
N006,FP11,,45.4,4.98,47.78,49.62,2.73,0,4.98,green
N014,NP01,91872189,33.75,10.45,37.69,55.8,0,0,10.45,red
N006,FP11,,45.41,05.02,47.82,49.56,2.73,0,05.02,green
N006,FP11,,46.59,5.67,49.39,47.74,4.72,0,5.67,green
N014,NP01,91872189,37.88,9.38,41.8,52.74,0,0,9.38,red
N006,FP11,,45.94,4.73,48.22,49.33,3.56,0,4.73,green
N006,FP11,,46.28,05.09,48.76,48.63,3.53,0,05.09,green
N006,FP11,,46.38,5.13,48.89,48.49,3.44,0,5.13,green
N006,FP11,,45.99,4.19,48.01,49.81,1.7,0,4.19,green
N00D,DP02,,38.07,9.89,42.25,52.04,0,0,9.89,red
N006,FP11,,45.94,4.3,48.01,49.76,1.66,0,4.3,green
N006,FP11,,45.27,2.82,46.59,51.91,0,0,2.82,green
N006,FP11,,45.21,2.99,46.6,51.8,0,0,2.99,green
N00D,DP02,,47.61,04.05,49.62,48.34,0,0,04.05,green
N006,FP11,,45.13,05.08,47.54,49.79,2.88,0,05.08,green
N006,FP11,,45,5.79,47.77,49.2,5.67,0,5.79,green
N00D,DP02,,45.76,3.56,47.45,50.68,0,0,3.56,green
N00D,DP02,,47.24,06.04,50.28,46.72,0,0,06.04,green
N00D,DP02,,47.01,5.71,49.86,47.28,0,0,5.71,green
N00D,DP14,91870381,45.82,04.07,47.77,50.11,0,0,04.07,green
N00D,DP02,,39.86,9.48,44.03,50.66,0,0,9.48,red
N013,MP04,,41.17,12.54,47.07,46.29,0,0,12.54,red
N006,FP06,,50.4,4.51,52.78,45.09,0,0,4.51,green
N006,FP06,,50.28,4.52,52.66,45.2,0,0,4.52,green
N006,FP06,,45.95,10.3,51.23,43.75,0,0,10.3,red
N006,FP06,,46.17,10.52,51.6,43.31,0,0,10.52,red
N00D,DP17,,45.75,0.51,45.98,53.74,0,0,0.51,green
N006,FP06,,41.73,8.22,45.47,50.05,5.33,0,8.22,red
N006,FP06,,43.6,6.98,46.88,49.42,0,0,6.98,green
N006,FP06,,44.31,6.64,47.46,49.05,3.14,0,6.64,green
N006,FP06,,30.79,11.71,34.87,57.5,6,0,11.71,red
N006,FP06,,45.45,6.78,48.75,47.77,0.9,0,6.78,green
N006,FP03,,50.18,5.97,53.37,43.85,0,0,5.97,green
N006,FP07,,44.4,6.53,47.5,49.07,0,0,6.53,green
N006,FP07,,44.59,6.67,47.78,48.74,0,0,6.67,green
[NULL],7F07,,37.87,7.22,40.82,54.91,0,0,7.22,orange
N003,CP09,,45.61,7.38,49.25,47.01,0,0,7.38,red
N003,CP09,,47.03,6.29,50.18,46.68,0,0,6.29,green
N003,CP09,,44.38,8.39,48.44,47.23,0.42,0,8.39,red
N003,CP09,,48.86,5.42,51.66,45.72,0,0,5.42,green
N003,CP09,,51.01,3.92,53.09,45.07,0,0,3.92,green
[NULL],7F08,,46.23,5.79,49.08,47.97,0,0,5.79,orange
N014,NP01,91872189,45.23,6.76,48.51,48.01,0,0,6.76,green
N014,NP01,91872189,44.85,6.39,47.91,48.77,0,0,6.39,green
[NULL],7F06,,43.5,7.66,47.11,48.84,3.49,0,7.66,orange
N014,NP01,91872189,35.66,11.61,40.34,52.73,0,0,11.61,red
[NULL],7F06,,37.46,9.79,41.52,52.75,4.33,0,9.79,orange
N006,FP03,,44.47,11.31,50.14,44.22,0,0,11.31,red
N006,FP07,,44.92,6.61,48.1,48.47,0,0,6.61,green
N014,NP01,91872189,46.81,5.26,49.41,47.93,0,0,5.26,green
N014,NP01,91872189,47.95,4.77,50.35,47.28,0,0,4.77,green
N014,NP01,91872189,50.68,3.45,52.49,45.88,0,0,3.45,green
N014,NP01,91872189,44.75,5.81,47.51,49.44,0,0,5.81,green
N014,NP01,91872189,34.21,12.26,38.99,53.53,0,0,12.26,red
N006,FP11,,46.39,5.16,48.91,48.45,0,0,5.16,green
N006,FP05,,42.07,6.55,45.02,51.38,0,0,6.55,green
[NULL],7F06,,46.45,6.39,49.62,47.17,4.24,0,6.39,orange
[NULL],7F06,,45.94,6.55,49.16,47.51,3.86,0,6.55,orange
N00D,DP14,91870381,42.73,5.24,45.09,52.03,0,0,5.24,green
[NULL],7F06,,49.19,3.7,51.08,47.11,2.7,0,3.7,orange
[NULL],7F06,,40.46,09.08,44.5,50.45,3.49,0,09.08,orange
N006,FP05,,43.49,5.75,46.15,50.75,0,0,5.75,green
N006,FP05,,40.56,7.43,43.81,52.01,0,0,7.43,red
N006,FP05,,30.7,14.31,35.83,54.99,0,0,14.31,red
N006,FP05,,30.91,14.46,36.13,54.64,0,0,14.46,red
N006,FP05,,31.49,14.7,36.92,53.8,0,0,14.7,red
N006,FP05,,31.2,14.23,36.38,54.57,0,0,14.23,red
N006,FP05,,27.61,14.77,32.39,57.62,0,0,14.77,red
N006,FP05,,27.91,15,32.83,57.1,0,0,15,red
N003,CP01,91877655,43.99,5.35,46.48,50.65,0,0,5.35,green
[NULL],7F06,,42.16,8.6,46.13,49.23,4.42,0,8.6,orange
[NULL],7F06,,42.36,8.67,46.38,48.97,4.16,0,8.67,orange
[NULL],7F06,,41.9,8.83,45.96,49.27,4.43,0,8.83,orange
[NULL],7F06,,42.74,9,46.96,48.26,04.06,0,9,orange
N003,CP01,91877655,46.76,5.32,49.38,47.92,0.5,0,5.32,green
[NULL],7F06,,41.57,8.93,45.65,49.5,4.51,0,8.93,orange
[NULL],7F06,,42.67,8.82,46.79,48.52,3.75,0,8.82,orange
[NULL],7F06,,41.71,8.97,45.82,49.33,3.98,0,8.97,orange
N006,FP11,,45.69,0.82,46.07,53.49,0,0,0.82,green
N006,FP11,,44.29,0,44.29,55.71,0,0,0,green
N00D,DP18,91871121,45.65,5.29,48.2,49.06,0,0,5.29,green
N00D,DP18,91871121,30.15,13.38,34.81,56.47,0,0,13.38,red
N00D,DP18,91871121,44.82,5.7,47.53,49.48,0,0,5.7,green
[NULL],7F07,,46.08,1.61,46.83,52.32,0,0,1.61,orange
N006,FP03,,51.57,4.85,54.2,43.58,0,0,4.85,green
N003,CP03,,44.7,6.82,47.97,48.48,0,0,6.82,green
N003,CP03,,46.39,5.7,49.2,47.9,0,0,5.7,green
N003,CP03,,45.73,5.81,48.55,48.46,0,0,5.81,green
N003,CP02,,44.27,7.38,47.8,48.35,1.49,0,7.38,red
N003,CP02,,44.65,7.46,48.25,47.89,1.24,0,7.46,red
N003,CP02,,41.92,9.11,46.12,48.97,1.49,0,9.11,red
N003,CP02,,44,8.24,47.95,47.76,1.11,0,8.24,red
N006,FP05,,42.87,5.59,45.41,51.54,0,0,5.59,green
N00D,DP15,91870379,41.29,7.39,44.59,51.32,2.89,0,7.39,red
N00D,DP15,91870379,42.43,6.93,45.59,50.64,3.44,0,6.93,green
N00D,DP14,91870381,42.47,5.34,44.86,52.19,0,0,5.34,green
N013,MP04,,45.22,9.7,50.08,45.08,02.01,0,9.7,red
N00D,DP17,,46,06.07,48.98,47.92,0,0,06.07,green
[NULL],7F06,,46.57,6.84,49.98,46.6,2.76,0,6.84,orange
N006,FP05,,33.77,14.73,39.6,51.5,0,0,14.73,red
N006,FP06,,49.48,7.34,53.4,43.18,0,0,7.34,red
N006,FP06,,49.68,7.35,53.62,42.97,0,0,7.35,red
N006,FP06,,49.27,6.98,52.97,43.75,0,0,6.98,green
N006,FP06,,49.19,07.08,52.94,43.73,0,0,07.08,red
N006,FP06,,49.14,7.26,52.98,43.61,0,0,7.26,red
N006,FP03,,48.77,8.32,53.19,42.92,0,0,8.32,red
N00D,DP14,91870381,38.47,05.08,40.53,56.45,0,0,05.08,green
N003,CP09,,41.78,9.62,46.22,48.6,1.26,0,9.62,red
N003,CP02,,40.11,6.74,43,53.16,0,0,6.74,green
N003,CP02,,36.77,8.95,40.38,54.29,2.15,0,8.95,red
N003,CP09,,47.41,5.66,50.25,46.94,0,0,5.66,green
N003,CP09,,49.91,4.28,52.14,45.81,0,0,4.28,green
N003,CP02,,36.39,8.97,39.98,54.64,02.09,0,8.97,red
N003,CP02,,37.84,6.83,40.62,55.33,0,0,6.83,green
N003,CP09,,52.1,3.23,53.84,44.67,0,0,3.23,green
N014,NP01,91872189,40.23,8.3,43.87,51.47,0,0,8.3,red
N014,NP01,91872189,38.98,8.27,42.49,52.75,0,0,8.27,red
N014,NP01,91872189,41.15,6.25,43.89,52.6,0,0,6.25,green
N006,FP03,,49.87,8.22,54.33,41.91,0,0,8.22,red
N003,CP02,,38.31,8.63,41.92,53.06,0.71,0,8.63,red
N003,CP02,,41.59,7.82,45.11,50.6,1.51,0,7.82,red
N003,CP02,,37.7,8.78,41.33,53.52,1.11,0,8.78,red
N003,CP02,,37,8.39,40.39,54.61,0.84,0,8.39,red
N003,CP02,,49.16,1.39,49.85,49.46,0,0,1.39,green
N003,CP02,,47.6,2.75,48.95,49.65,0,0,2.75,green
N006,FP05,,46.34,4.82,48.69,48.84,0,0,4.82,green
N00D,DP03,,36.89,7.41,39.84,55.7,1.55,0,7.41,red
N006,FP03,,50.11,7.82,54.37,42.06,0,0,7.82,red
N006,FP07,,43.83,06.03,46.64,50.14,0,0,06.03,green
N006,FP07,,43.79,7.42,47.3,48.8,0,0,7.42,red
N006,FP07,,44.94,8.14,48.92,46.92,0,0,8.14,red
N00D,DP03,,34.79,6.48,37.2,58.73,0.07,0,6.48,green
N014,NP01,91872189,43.11,10.26,48.04,46.63,0,0,10.26,red
N014,NP01,91872189,39.7,12.07,45.16,48.22,0,0,12.07,red
N003,CP02,,37.4,8.46,40.86,54.14,0,0,8.46,red
N003,CP02,,37.4,8.46,40.86,54.14,0,0,8.46,red
N014,NP01,91872189,44.05,10.35,49.13,45.61,0,0,10.35,red
N003,CP02,,40.54,7.1,43.64,52.36,0,0,7.1,red
